2026-04-27 12:11:03 | Lux: 30.00 lx | Light: 3.00%
2026-04-27 12:27:20 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:21 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:24 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:25 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:26 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:27 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:27:29 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:30 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:31 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:32 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:34 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:35 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:36 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:37 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:38 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:40 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:41 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:42 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:43 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:45 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:46 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:47 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:48 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:49 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:51 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:52 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:53 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:54 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:56 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:57 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:58 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:27:59 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:00 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:02 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:03 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:04 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:05 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:07 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:08 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:09 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:10 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:12 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:13 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:14 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:15 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:16 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:18 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:19 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:20 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:21 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:23 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:24 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:25 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:26 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:27 | Lux: 38.33 lx | Light: 3.83%
2026-04-27 12:28:29 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:30 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:31 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:32 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:34 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:35 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:36 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:37 | Lux: 37.50 lx | Light: 3.75%
2026-04-27 12:28:38 | Lux: 51.67 lx | Light: 5.17%
2026-04-27 12:28:40 | Lux: 75.00 lx | Light: 7.50%
2026-04-27 12:28:41 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:42 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:43 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:45 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:46 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:47 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:48 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:49 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:51 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:52 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:53 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:54 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:56 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:57 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:58 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:28:59 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:00 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:02 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:03 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:04 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:05 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:07 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:08 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:09 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:10 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:11 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:13 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:14 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:15 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:16 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:18 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:19 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:20 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:29:21 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:29:23 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:29:24 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:29:25 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:27 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:29 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:30 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:31 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:32 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:34 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:35 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:36 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:37 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:38 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:40 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:41 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:42 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:43 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:45 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:46 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:29:47 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:48 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:49 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:51 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:52 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:53 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:54 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:56 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:57 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:58 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:29:59 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:00 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:02 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:03 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:04 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:05 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:07 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:08 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:09 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:10 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:11 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:13 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:14 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:15 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:16 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:18 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:19 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:20 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:21 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:23 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:24 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:25 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:27 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:29 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:30 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:31 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:32 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:34 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:35 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:36 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:37 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:38 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:40 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:41 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:42 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:43 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:45 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:46 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:47 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:48 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:30:49 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:51 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:52 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:53 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:54 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:56 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:57 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:58 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:30:59 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:00 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:02 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:03 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:04 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:05 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:07 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:08 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:09 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:10 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:11 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:13 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:14 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:15 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:16 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:18 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:19 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:20 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:21 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:22 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:24 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:25 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:26 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:27 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:29 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:30 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:31 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:32 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:34 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:35 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:36 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:37 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:38 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:40 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:41 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:42 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:43 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:45 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:46 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:47 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:48 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:49 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:51 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:52 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:53 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:54 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:56 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:57 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:58 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:31:59 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:00 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:02 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:03 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:04 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:05 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:07 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:08 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:09 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:10 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:11 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:13 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:14 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:15 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:16 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:18 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:19 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:20 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:21 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:22 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:24 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:25 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:27 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:29 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:30 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:31 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:32 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:33 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:35 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:36 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:37 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:38 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:40 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:41 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:42 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:43 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:45 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:46 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:47 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:48 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:49 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:51 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:52 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:53 | Lux: 32.50 lx | Light: 3.25%
2026-04-27 12:32:54 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:56 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:57 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:58 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:32:59 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:00 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:02 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:03 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:04 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:05 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:07 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:08 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:09 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:10 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:11 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:13 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:14 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:15 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:16 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:18 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:19 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:20 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:21 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:22 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:24 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:25 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:27 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:29 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:30 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:33:31 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:32 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:33 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:35 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:36 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:37 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:38 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:40 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:41 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:42 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:43 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:44 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:46 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:47 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:48 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:49 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:51 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:52 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:53 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:54 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:56 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:57 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:58 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:33:59 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:00 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:02 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:34:03 | Lux: 30.83 lx | Light: 3.08%
2026-04-27 12:34:04 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:05 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:07 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:08 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:09 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:10 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:11 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:13 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:14 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:15 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:16 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:18 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:19 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:20 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:21 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:22 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:24 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:25 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:27 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:29 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:30 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:31 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:32 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:33 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:35 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:36 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:37 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:38 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:40 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:41 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:42 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:43 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:44 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:46 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:47 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:48 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:49 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:51 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:52 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:53 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:54 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:55 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:57 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:58 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:34:59 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:00 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:02 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:03 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:04 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:05 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:07 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:08 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:09 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:10 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:11 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:13 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:14 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:15 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:16 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:18 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:19 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:20 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:21 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:22 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:24 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:25 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:26 | Lux: 31.67 lx | Light: 3.17%
2026-04-27 12:35:27 | Lux: 31.67 lx | Light: 3.17%
